,Brand,Model,Status,Fuel_Type,Transmission,Horse_power,Age,MileagePerYear,Price
0,Alfa Romeo,156,occasion,Essence,Manuelle,8.0,24,12500,111.11
1,Alfa Romeo,159,occasion,Diesel,Manuelle,6.0,16,12500,26.5
2,Alfa Romeo,Giulietta,occasion,Essence,Manuelle,7.0,9,18891,38.0
3,Alfa Romeo,Giulietta,occasion,Essence,Automatique,9.0,9,20222,43.0
4,Alfa Romeo,Mito,occasion,Essence,Manuelle,9.0,14,10714,36.9
5,Alfa Romeo,Mito,occasion,Essence,Manuelle,5.0,13,13692,32.0
6,Alfa Romeo,Mito,occasion,Essence,Manuelle,6.0,11,16363,28.0
7,Renault,Clio,occasion,Hybride,Automatique,5.0,0,0,110.0
8,Audi,100,occasion,Diesel,Manuelle,7.0,38,3588,11.0
9,Audi,50,occasion,Essence,Manuelle,4.0,2,68179,7.0
10,Audi,80,occasion,Essence,Manuelle,7.0,35,8571,18.0
11,Audi,80,occasion,Diesel,Manuelle,8.0,44,3099,5.0
12,Audi,80,occasion,Essence,Manuelle,7.0,33,4132,17.5
13,Audi,A1,occasion,Essence,Manuelle,5.0,12,14916,35.5
14,Audi,A1,occasion,Essence,Manuelle,5.0,12,14916,35.5
15,Audi,A1,occasion,Essence,Manuelle,5.0,12,14916,35.8
16,Audi,A1,occasion,Diesel,Manuelle,6.0,12,10416,36.0
17,Audi,A1,occasion,Essence,Manuelle,5.0,12,14833,36.5
18,Audi,A3,occasion,Essence,Automatique,6.0,7,21428,68.0
19,Audi,A3,occasion,Essence,Automatique,6.0,6,20000,76.0
20,Audi,A3,occasion,Diesel,Manuelle,8.0,20,6817,19.7
21,Audi,A3,occasion,Diesel,Manuelle,6.0,16,21250,39.0
22,Audi,A3,occasion,Diesel,Manuelle,6.0,16,27500,34.0
23,Audi,A3,occasion,Essence,Manuelle,5.0,16,14375,35.5
24,Audi,A3,occasion,Essence,Manuelle,6.0,15,14666,38.0
25,Audi,A3,occasion,Diesel,Manuelle,6.0,15,17200,30.0
26,Audi,A3,occasion,Diesel,Manuelle,6.0,14,17857,37.0
27,Audi,A3,occasion,Essence,Automatique,6.0,12,11363,42.0
28,Audi,A3,occasion,Diesel,Manuelle,6.0,10,24000,54.0
29,Audi,A3,occasion,Diesel,Manuelle,5.0,10,13635,111.111
30,Audi,A3,occasion,Essence,Automatique,10.0,9,17000,67.0
31,Audi,A3,occasion,Essence,Manuelle,10.0,9,23111,55.0
32,Audi,A3,occasion,Essence,Manuelle,6.0,8,17044,55.0
33,Audi,A3,occasion,Essence,Automatique,6.0,6,24333,85.0
34,Audi,A3,occasion,Essence,Manuelle,6.0,5,21600,69.0
35,Audi,A4,occasion,Essence,Manuelle,7.0,18,16666,30.0
36,Audi,A4,occasion,Essence,Manuelle,9.0,13,10489,36.0
37,Audi,A4,occasion,Essence,Manuelle,7.0,11,22609,45.0
38,Audi,A4,occasion,Essence,Automatique,8.0,6,22726,78.0
39,Audi,A4,occasion,Essence,Manuelle,7.0,25,5454,16.5
40,Audi,A4,occasion,Essence,Manuelle,7.0,22,6198,20.0
41,Audi,A4,occasion,Essence,Manuelle,7.0,22,13636,23.0
42,Audi,A4,occasion,Essence,Manuelle,7.0,22,6198,22.0
43,Audi,A4,occasion,Diesel,Automatique,7.0,20,18500,25.5
44,Audi,A4,occasion,Diesel,Automatique,7.0,20,6817,123.456
45,Audi,A4,occasion,Diesel,Manuelle,7.0,20,6817,12.345
46,Audi,A4,occasion,Essence,Automatique,10.0,18,7575,32.0
47,Audi,A4,occasion,Essence,Manuelle,7.0,18,7575,25.0
48,Audi,A4,occasion,Essence,Manuelle,7.0,18,7575,18.0
49,Audi,A4,occasion,Diesel,Manuelle,7.0,17,8021,29.0
50,Audi,A4,occasion,Essence,Manuelle,7.0,14,25714,39.5
51,Audi,A4,occasion,Diesel,Manuelle,8.0,14,13642,42.0
52,Audi,A4,occasion,Essence,Automatique,7.0,14,12078,33.0
53,Audi,A4,occasion,Diesel,Manuelle,6.0,14,11928,50.0
54,Audi,A4,occasion,Essence,Manuelle,7.0,13,9692,37.9
55,Audi,A4,occasion,Essence,Manuelle,7.0,13,9692,37.9
56,Audi,A4,occasion,Essence,Manuelle,7.0,13,10489,29.0
57,Audi,A4,occasion,Essence,Manuelle,7.0,13,17538,36.0
58,Audi,A4,occasion,Essence,Automatique,7.0,12,22500,50.0
59,Audi,A4,occasion,Essence,Manuelle,7.0,12,14666,36.5
60,Audi,A4,occasion,Essence,Automatique,7.0,11,24545,44.0
61,Audi,A4,occasion,Essence,Manuelle,7.0,11,18454,45.0
62,Audi,A4,occasion,Essence,Manuelle,7.0,11,12396,40.0
63,Audi,A4,occasion,Essence,Manuelle,7.0,11,12396,45.0
64,Audi,A4,occasion,Essence,Manuelle,7.0,11,18545,43.0
65,Audi,A4,occasion,Essence,Manuelle,7.0,10,22000,52.0
66,Audi,A4,occasion,Essence,Automatique,8.0,5,21400,91.0
67,Audi,A4,occasion,Essence,Automatique,8.0,3,14000,120.0
68,Audi,A5,occasion,Essence,Automatique,8.0,6,25000,119.0
69,Audi,A5,occasion,Essence,Automatique,7.0,5,12200,119.0
70,Audi,A6,occasion,Essence,Automatique,9.0,7,19857,99.0
71,Audi,Q7,occasion,Essence,Manuelle,7.0,64,2130,15.5
72,Audi,Q2,occasion,Essence,Automatique,6.0,5,28000,87.0
73,Audi,Q3,occasion,Essence,Automatique,8.0,6,15000,90.0
74,Audi,Q3,occasion,Diesel,Manuelle,8.0,11,14363,76.0
75,Audi,Q3,occasion,Essence,Automatique,9.0,8,11375,95.0
76,Audi,Q3,occasion,Essence,Automatique,8.0,7,18571,85.0
77,Audi,Q5,occasion,Essence,Automatique,13.0,14,12857,49.8
78,Audi,Q5,occasion,Diesel,Manuelle,10.0,11,27272,70.0
79,Audi,Q7,occasion,Diesel,Automatique,16.0,16,12549,53.8
80,Audi,S4,occasion,Essence,Manuelle,9.0,24,8625,36.0
81,Audi,A4,occasion,Essence,Manuelle,7.0,13,9692,37.9
83,Tata,Xénon,occasion,Diesel,Manuelle,7.0,5,44800,35.0
84,Renault,Clio,occasion,Essence,Manuelle,5.0,3,37109,60.0
85,Cupra,Leon,occasion,Essence,Automatique,11.0,2,50000,134.9
86,Volkswagen,Golf,occasion,Essence,Automatique,5.0,1,34000,99.0
87,Wallyscar,16,occasion,Essence,Manuelle,7.0,1,5000,45.0
88,Renault,Master,occasion,Diesel,Manuelle,8.0,0,0,8.0
91,Peugeot,106,occasion,Essence,Manuelle,4.0,29,3918,9.8
93,Peugeot,208,occasion,Essence,Manuelle,6.0,24,5922,111.0
94,Renault,R19,occasion,Essence,Manuelle,7.0,24,8333,10.7
95,Renault,Clio,occasion,Essence,Manuelle,4.0,23,4840,17.5
96,Volkswagen,Polo,occasion,Essence,Manuelle,4.0,22,5303,13.0
98,Renault,Laguna,occasion,Diesel,Manuelle,6.0,15,4333,30.5
99,Renault,Clio,occasion,Essence,Manuelle,5.0,14,7951,23.0
100,Dongfeng,S50,occasion,Essence,Manuelle,6.0,13,9278,42.0
102,Citroen,C3,occasion,Essence,Manuelle,5.0,12,10165,26.5
103,Peugeot,208,occasion,Essence,Manuelle,5.0,11,17000,26.5
104,Citroen,C3,occasion,Essence,Manuelle,4.0,7,22000,32.0
105,Chery,QQ,occasion,Essence,Manuelle,4.0,7,12857,21.5
106,Tata,Xénon,occasion,Diesel,Manuelle,7.0,7,40428,35.0
107,Chery,Tiggo,occasion,Essence,Manuelle,4.0,7,8301,20.7
108,Tata,Xénon,occasion,Diesel,Manuelle,7.0,7,23457,31.0
110,Tata,Xénon,occasion,Diesel,Manuelle,7.0,6,23500,35.0
111,Haval,H6,occasion,Essence,Automatique,9.0,5,13760,85.0
113,Wallyscar,Iris,occasion,Essence,Manuelle,4.0,5,3400,40.0
114,Kia,Picanto,occasion,Essence,Manuelle,5.0,5,19960,40.0
115,Haval,H6,occasion,Essence,Automatique,9.0,5,15800,123.0
116,Dongfeng,S50,occasion,Essence,Manuelle,5.0,5,96000,38.0
117,Haval,H6,occasion,Essence,Automatique,9.0,4,19180,85.0
118,ZXAUTO,Grand Tiger,occasion,Diesel,Manuelle,9.0,4,18250,65.0
119,Volkswagen,Tiguan,occasion,Essence,Automatique,8.0,4,15250,117.0
120,Haval,H6,occasion,Essence,Automatique,9.0,4,16250,83.0
121,Dongfeng,S50,occasion,Essence,Manuelle,6.0,4,22000,43.0
122,Chery,Tiggo,occasion,Essence,Manuelle,4.0,4,9250,26.0
123,Wallyscar,Iris,occasion,Essence,Manuelle,4.0,4,6370,35.0
124,Haval,Jolion,occasion,Essence,Automatique,9.0,3,25574,84.0
125,Dongfeng,SX3,occasion,Essence,Manuelle,8.0,3,18333,61.0
127,Geely,GC6,occasion,Essence,Manuelle,6.0,2,23300,36.0
130,Tata,Xénon,occasion,Diesel,Manuelle,7.0,2,6250,60.0
131,Baic,S2,occasion,Essence,Manuelle,7.0,7,11142,36.0
132,Baic,S2,occasion,Essence,Manuelle,7.0,7,15142,36.0
133,Baic,S2,occasion,Essence,Manuelle,4.0,7,13285,36.0
134,Baic,S2,occasion,Essence,Manuelle,7.0,7,14457,33.5
135,Baic,S2,occasion,Essence,Manuelle,7.0,6,16333,32.5
136,Baic,S2,occasion,Essence,Manuelle,5.0,5,13608,35.0
137,Baic,S3,occasion,Essence,Manuelle,7.0,5,13608,40.0
138,Bmw,E34,occasion,Essence,Manuelle,11.0,33,3984,8.5
139,Bmw,Serie 3,occasion,Essence,Manuelle,6.0,13,12461,46.0
140,Bmw,F10,occasion,Essence,Automatique,11.0,12,17083,90.0
141,Bmw,F30,occasion,Essence,Manuelle,9.0,10,9000,77.0
142,Bmw,X2,occasion,Essence,Automatique,8.0,6,25000,130.0
143,Bmw,F30,occasion,Essence,Automatique,7.0,6,21913,77.0
144,Bmw,M3,occasion,Essence,Manuelle,8.0,32,6250,14.0
145,Bmw,Serie 1,occasion,Essence,Manuelle,7.0,12,16666,52.0
146,Bmw,Serie 1,occasion,Essence,Automatique,8.0,4,6250,98.0
147,Bmw,Serie 1,occasion,Essence,Manuelle,7.0,19,6920,24.0
148,Bmw,Serie 1,occasion,Essence,Manuelle,7.0,14,20857,29.5
149,Bmw,Serie 1,occasion,Essence,Automatique,9.0,12,15833,49.0
150,Bmw,Serie 1,occasion,Essence,Automatique,7.0,12,13833,44.0
151,Bmw,Serie 1,occasion,Essence,Automatique,7.0,12,12666,46.0
152,Bmw,Serie 1,occasion,Essence,Automatique,7.0,8,12875,66.9
153,Bmw,Serie 1,occasion,Essence,Automatique,7.0,7,5714,110.0
154,Bmw,Serie 1,occasion,Essence,Manuelle,7.0,7,18782,60.0
155,Bmw,Serie 1,occasion,Essence,Manuelle,7.0,7,18285,123.456
156,Bmw,Serie 1,occasion,Essence,Automatique,7.0,7,14000,68.0
157,Bmw,Serie 1,occasion,Essence,Automatique,7.0,4,10500,135.0
158,Bmw,Serie 1,occasion,Diesel,Automatique,6.0,3,66666,120.5
159,Bmw,Serie 2 Active Tourer,occasion,Essence,Automatique,7.0,9,16000,74.0
160,Bmw,Serie 2 Cabriolet,occasion,Essence,Automatique,8.0,6,13833,115.0
161,Bmw,Serie 2 Gran Tourer,occasion,Essence,Automatique,8.0,2,11000,123.456
162,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,31,4241,18.0
163,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,16,8217,31.5
164,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,8,22500,54.0
165,Bmw,Serie 3,occasion,Essence,Automatique,7.0,6,30000,67.0
166,Bmw,Serie 3,occasion,Essence,Manuelle,9.0,39,8547,7.0
167,Bmw,Serie 3,occasion,Essence,Manuelle,9.0,28,7797,19.5
168,Bmw,Serie 3,occasion,Diesel,Manuelle,4.0,25,12000,26.0
169,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,20,20000,21.0
170,Bmw,Serie 3,occasion,Essence,Manuelle,8.0,18,7304,29.0
171,Bmw,Serie 3,occasion,Diesel,Automatique,10.0,17,14705,49.0
172,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,17,14705,32.0
173,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,16,12812,38.0
174,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,14,9391,48.0
175,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,13,10113,42.0
176,Bmw,Serie 3,occasion,Diesel,Manuelle,18.0,13,10113,39.0
177,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,12,10956,46.0
178,Bmw,Serie 3,occasion,Essence,Automatique,7.0,11,17272,64.0
179,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,11,11952,56.0
180,Bmw,Serie 3,occasion,Essence,Manuelle,7.0,11,11952,64.0
181,Bmw,Serie 3,occasion,Essence,Automatique,7.0,11,14363,65.0
182,Bmw,Serie 3,occasion,Essence,Automatique,7.0,10,19000,69.5
183,Bmw,Serie 3,occasion,Essence,Automatique,7.0,10,18500,67.0
184,Bmw,Serie 3,occasion,Essence,Automatique,7.0,9,20000,68.0
185,Bmw,Serie 3,occasion,Essence,Automatique,7.0,9,14608,59.0
186,Bmw,Serie 3,occasion,Essence,Automatique,7.0,9,10444,75.0
187,Bmw,Serie 3,occasion,Essence,Automatique,7.0,7,18782,66.0
188,Bmw,Serie 3,occasion,Essence,Automatique,7.0,7,27714,85.0
189,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,10.0,10,10600,120.0
190,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,10.0,9,8333,93.0
191,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,10.0,9,8333,105.0
192,Bmw,Serie 4 Coupe,occasion,Diesel,Automatique,10.0,9,13333,130.0
193,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,7.0,8,21625,100.0
194,Bmw,Serie 4 Coupe,occasion,Essence,Automatique,7.0,4,10000,145.0
195,Bmw,Serie 5,occasion,Diesel,Manuelle,7.0,34,3867,14.0
196,Bmw,Serie 5,occasion,Essence,Manuelle,11.0,33,3984,10.9
197,Bmw,Serie 5,occasion,Essence,Manuelle,10.0,27,10000,15.5
198,Bmw,Serie 5,occasion,Essence,Manuelle,10.0,24,5478,16.0
199,Bmw,Serie 5,occasion,Diesel,Automatique,11.0,20,21100,33.0
200,Bmw,Serie 5,occasion,Essence,Manuelle,11.0,17,8411,60.0
201,Bmw,Serie 5,occasion,Diesel,Automatique,12.0,16,11875,57.0
202,Bmw,Serie 5,occasion,Diesel,Automatique,10.0,14,9391,55.0
203,Bmw,Serie 5,occasion,Diesel,Automatique,10.0,14,17857,62.0
204,Bmw,Serie 5,occasion,Diesel,Automatique,10.0,13,20000,61.9
205,Bmw,Serie 5,occasion,Diesel,Automatique,10.0,13,10113,78.0
206,Bmw,Serie 5,occasion,Essence,Automatique,10.0,12,16416,79.9
207,Bmw,Serie 5,occasion,Diesel,Automatique,10.0,12,16716,80.0
208,Bmw,Serie 5,occasion,Essence,Automatique,11.0,11,18181,67.0
209,Bmw,Serie 5,occasion,Essence,Automatique,10.0,11,11952,90.0
210,Bmw,Serie 5,occasion,Diesel,Automatique,10.0,10,22800,74.0
211,Bmw,Serie 5,occasion,Essence,Automatique,10.0,6,22000,135.0
212,Bmw,Serie 5,occasion,Essence,Automatique,10.0,6,16666,148.0
213,Bmw,Serie 6,occasion,Essence,Automatique,17.0,17,6000,72.0
214,Bmw,Serie 7,occasion,Essence,Automatique,31.0,15,11333,97.0
215,Bmw,Serie 7,occasion,Essence,Automatique,23.0,14,9000,125.0
216,Bmw,X1,occasion,Essence,Automatique,7.0,7,21428,84.0
217,Bmw,X1,occasion,Essence,Automatique,9.0,11,16363,59.0
218,Bmw,X1,occasion,Essence,Automatique,9.0,11,16363,62.0
219,Bmw,X1,occasion,Essence,Automatique,7.0,8,19875,89.9
220,Bmw,X1,occasion,Essence,Automatique,8.0,4,18500,112.0
221,Bmw,X3,occasion,Essence,Manuelle,10.0,17,22352,34.0
222,Bmw,X3,occasion,Diesel,Manuelle,10.0,15,10266,53.0
223,Bmw,X3,occasion,Essence,Automatique,7.0,5,13400,145.0
224,Bmw,X5,occasion,Diesel,Automatique,12.0,21,7142,46.0
225,Bmw,X5,occasion,Diesel,Automatique,15.0,16,17500,67.5
226,Bmw,X5,occasion,Diesel,Automatique,10.0,14,9000,119.0
227,Bmw,X6,occasion,Diesel,Automatique,15.0,14,13571,98.0
228,Bmw,i3,occasion,Essence,Automatique,7.0,12,18583,47.5
229,Bmw,i3,occasion,Essence,Manuelle,7.0,11,10454,58.0
230,Bmw,i3,occasion,Essence,Automatique,7.0,11,11952,5.555
231,Buick,S2,occasion,Essence,Manuelle,7.0,7,11571,42.0
232,Buick,S3,occasion,Essence,Manuelle,7.0,7,18571,35.0
233,Chery,A3,occasion,Essence,Manuelle,6.0,7,8301,28.0
234,Chery,A3,occasion,Essence,Manuelle,6.0,7,15410,28.7
235,Chery,A3,occasion,Essence,Manuelle,6.0,6,18333,26.5
236,Chery,A3,occasion,Essence,Manuelle,6.0,6,9685,32.0
237,Chery,A3,occasion,Essence,Manuelle,6.0,6,20666,30.0
238,Chery,A3,occasion,Essence,Manuelle,6.0,5,17400,36.0
239,Chery,A3,occasion,Essence,Manuelle,6.0,5,17000,36.0
240,Chery,A5,occasion,Essence,Manuelle,7.0,7,12428,40.0
241,Chery,A5,occasion,Essence,Manuelle,7.0,7,23857,26.5
242,Chery,A5,occasion,Essence,Manuelle,7.0,6,7116,123.0
243,Chery,QQ,occasion,Essence,Manuelle,5.0,7,14285,23.0
244,Chery,QQ,occasion,Essence,Manuelle,4.0,7,14714,21.5
245,Chery,QQ,occasion,Essence,Manuelle,4.0,7,11428,22.0
246,Chery,QQ,occasion,Essence,Manuelle,4.0,7,11428,22.0
247,Chery,QQ,occasion,Essence,Manuelle,5.0,7,22857,21.8
248,Chery,QQ,occasion,Essence,Manuelle,4.0,7,8301,23.5
249,Chery,QQ,occasion,Essence,Manuelle,4.0,7,10857,21.5
250,Chery,QQ,occasion,Essence,Manuelle,4.0,6,15000,23.5
251,Chery,QQ,occasion,Essence,Manuelle,4.0,6,9685,19.5
252,Chery,QQ,occasion,Essence,Manuelle,4.0,5,20800,22.8
253,Chery,QQ,occasion,Essence,Manuelle,4.0,5,7400,24.8
254,Chery,QQ,occasion,Essence,Manuelle,4.0,5,16200,21.5
255,Chery,QQ,occasion,Essence,Manuelle,4.0,5,14000,23.8
256,Chery,QQ,occasion,Essence,Manuelle,4.0,4,14527,23.0
257,Chery,QQ,occasion,Essence,Manuelle,4.0,4,9300,25.0
258,Chery,QQ,occasion,Essence,Manuelle,4.0,3,13666,26.0
259,Chery,QQ,occasion,Essence,Manuelle,4.0,3,18666,22.0
260,Chery,QQ,occasion,Essence,Manuelle,4.0,3,13666,25.0
261,Chery,QQ,occasion,Diesel,Manuelle,4.0,3,13233,25.5
262,Chery,QQ,occasion,Essence,Manuelle,4.0,3,14333,23.8
263,Chery,QQ,occasion,Essence,Manuelle,4.0,2,3000,27.0
264,Chery,QQ,occasion,Essence,Manuelle,4.0,2,23500,24.7
265,Chery,QQ,occasion,Essence,Manuelle,4.0,2,12500,25.5
266,Chery,Tiggo,occasion,Essence,Manuelle,6.0,4,25000,42.5
267,Chery,Tiggo,occasion,Essence,Manuelle,6.0,4,21000,42.0
268,Chery,Tiggo,occasion,Essence,Manuelle,6.0,4,7375,40.0
269,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,14000,58.0
270,Chery,Tiggo,occasion,Essence,Manuelle,4.0,1,58111,47.0
271,Chery,Tiggo,occasion,Essence,Automatique,22.0,1,58111,89.0
272,Chery,Tiggo,occasion,Essence,Manuelle,6.0,5,14400,40.0
273,Chery,Tiggo,occasion,Essence,Manuelle,6.0,5,36000,32.0
274,Chery,Tiggo,occasion,Essence,Automatique,9.0,5,17280,70.0
275,Chery,Tiggo,occasion,Essence,Automatique,9.0,5,24000,68.0
276,Chery,Tiggo,occasion,Essence,Manuelle,8.0,5,20000,45.0
277,Chery,Tiggo,occasion,Essence,Manuelle,6.0,4,24875,54.0
278,Chery,Tiggo,occasion,Essence,Manuelle,6.0,4,7500,46.0
279,Chery,Tiggo,occasion,Essence,Automatique,4.0,4,13250,80.0
280,Chery,Tiggo,occasion,Essence,Manuelle,6.0,4,16625,45.5
281,Chery,Tiggo,occasion,Essence,Manuelle,6.0,4,16500,48.0
282,Chery,Tiggo,occasion,Essence,Manuelle,5.0,4,9350,42.5
283,Chery,Tiggo,occasion,Essence,Manuelle,6.0,4,12500,41.0
284,Chery,Tiggo,occasion,Essence,Automatique,9.0,3,19370,44.0
285,Chery,Tiggo,occasion,Essence,Manuelle,6.0,3,32666,38.0
286,Chery,Tiggo,occasion,Essence,Automatique,9.0,3,24333,59.0
287,Chery,Tiggo,occasion,Essence,Automatique,9.0,3,6666,95.0
288,Chery,Tiggo,occasion,Essence,Manuelle,6.0,3,12666,47.0
289,Chery,Tiggo,occasion,Essence,Automatique,9.0,3,14000,68.0
290,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,10000,57.0
291,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,4000,58.0
292,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,21806,57.5
293,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,13500,56.0
294,Chery,Tiggo,occasion,Essence,Automatique,9.0,2,31500,80.001
295,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,12500,59.0
296,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,15500,56.5
297,Chery,Tiggo,occasion,Essence,Automatique,9.0,2,25500,83.0
298,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,20250,57.0
299,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,34000,55.0
300,Chery,Tiggo,occasion,Essence,Automatique,6.0,2,10000,60.0
301,Chevrolet,Optra,occasion,Essence,Manuelle,6.0,17,11882,16.8
302,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,9,17777,25.0
303,Chevrolet,Sonic,occasion,Essence,Manuelle,5.0,7,15807,29.0
304,Chevrolet,Sonic,occasion,Essence,Manuelle,5.0,6,18000,111.0
305,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,6,40000,27.0
306,Chevrolet,Sonic,occasion,Essence,Manuelle,5.0,6,5833,34.0
307,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,3,15166,42.0
308,Chevrolet,Sonic,occasion,Essence,Automatique,5.0,2,55325,43.0
309,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,12,13333,20.0
310,Chevrolet,Aveo,occasion,Essence,Manuelle,6.0,15,7376,18.5
311,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,14,7903,28.0
312,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,14,13714,21.0
313,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,13,23923,19.0
314,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,12,19450,20.0
315,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,12,17500,20.5
316,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,11,13636,28.0
317,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,11,45454,21.0
318,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,10,21600,30.0
319,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,10,12100,25.0
320,Chevrolet,Aveo,occasion,Diesel,Manuelle,5.0,7,34571,24.0
321,Chevrolet,Aveo,occasion,Essence,Manuelle,5.0,7,17428,24.7
322,Chevrolet,Captiva,occasion,Essence,Automatique,9.0,0,0,40.0
323,Chevrolet,Captiva,occasion,Essence,Automatique,9.0,2,55325,84.0
324,Chevrolet,Cruze,occasion,Essence,Manuelle,7.0,12,9220,24.5
325,Chevrolet,Cruze,occasion,Essence,Manuelle,4.0,12,12500,30.0
326,Chevrolet,Cruze,occasion,Essence,Manuelle,7.0,12,6300,32.0
327,Chevrolet,Cruze,occasion,Essence,Manuelle,7.0,11,17454,27.0
328,Chevrolet,Cruze,occasion,Essence,Manuelle,7.0,6,20833,36.9
329,Chevrolet,Cruze,occasion,Essence,Manuelle,7.0,6,20416,37.9
330,Chevrolet,Cruze,occasion,Essence,Manuelle,7.0,6,18441,38.0
331,Chevrolet,Cruze,occasion,Essence,Manuelle,7.0,6,15833,38.0
332,Chevrolet,Cruze,occasion,Essence,Manuelle,7.0,5,29000,40.0
333,Chevrolet,Lacetti,occasion,Essence,Manuelle,6.0,19,5263,10.0
334,Chevrolet,Matiz,occasion,Essence,Manuelle,4.0,15,7376,10.0
335,Chevrolet,Spark,occasion,Essence,Manuelle,4.0,13,8511,21.9
336,Chevrolet,Spark,occasion,Essence,Manuelle,5.0,12,9220,23.0
337,Chevrolet,Spark,occasion,Essence,Manuelle,5.0,8,13831,25.9
338,Chevrolet,Spark,occasion,Essence,Manuelle,5.0,7,10357,33.0
339,Chevrolet,Trax,occasion,Essence,Automatique,8.0,6,18441,57.0
340,Chevrolet,Trax,occasion,Essence,Manuelle,8.0,5,14200,58.0
342,Citroen,Xsara,occasion,Essence,Manuelle,6.0,35,3485,13.0
343,Citroen,Xsara,occasion,Diesel,Manuelle,6.0,24,16666,15.0
344,Citroen,Jumper,occasion,Diesel,Manuelle,7.0,17,14705,21.0
345,Citroen,Nemo,occasion,Diesel,Manuelle,6.0,11,16860,21.5
346,Citroen,Nemo,occasion,Diesel,Manuelle,6.0,10,12198,22.5
347,Citroen,C3,occasion,Diesel,Manuelle,6.0,10,25000,19.5
348,Citroen,C4,occasion,Essence,Manuelle,5.0,9,19444,36.0
349,Citroen,Nemo,occasion,Diesel,Manuelle,5.0,8,17750,23.0
350,Citroen,Nemo,occasion,Diesel,Manuelle,6.0,7,22571,26.0
351,Citroen,Jumper,occasion,Diesel,Manuelle,8.0,3,41666,65.0
352,Citroen,Ax,occasion,Essence,Manuelle,5.0,32,3858,5.5
353,Citroen,Ax,occasion,Essence,Manuelle,4.0,32,3812,7.5
354,Citroen,Ax,occasion,Essence,Manuelle,4.0,31,3935,8.5
355,Citroen,Ax,occasion,Essence,Manuelle,4.0,29,8620,7.5
356,Citroen,Ax,occasion,Essence,Manuelle,4.0,29,4206,5.5
357,Citroen,Ax,occasion,Essence,Manuelle,4.0,28,14464,8.5
358,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,13,9383,18.5
359,Citroen,Berlingo,occasion,Diesel,Manuelle,4.0,4,42250,47.5
360,Citroen,Berlingo,occasion,Diesel,Automatique,7.0,4,45000,111.0
361,Citroen,Berlingo,occasion,Diesel,Manuelle,5.0,2,55000,55.0
362,Citroen,Berlingo,occasion,Diesel,Manuelle,6.0,1,21000,30.0
363,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,25,4879,14.5
364,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,23,12695,123.0
365,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,20,6099,15.0
366,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,19,6420,17.0
367,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,17,7175,17.0
368,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,17,7175,18.8
369,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,17,17647,16.0
370,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,17,7175,19.0
371,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,17,7175,16.5
372,Citroen,Berlingo,occasion,Diesel,Manuelle,7.0,16,16250,24.0
373,Citroen,Berlingo,occasion,Diesel,Manuelle,6.0,16,23750,123.0
374,Citroen,Berlingo,occasion,Diesel,Manuelle,5.0,15,8132,25.0
